,Province,date,numconf,numprob,numdeaths,numtotal,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
201,PEI,2020-03-20,2,0.0,0.0,2,263.0,0,0.0,1.25,0.0,0.0,0.0,100.0,2.0,1.25,,,,,,,,,,,,
202,YT,2020-03-20,0,0.0,0.0,0,3733.0,0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,
203,NT,2020-03-20,0,0.0,0.0,0,4229.0,0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,
204,NU,2020-03-20,0,0.0,0.0,0,356.0,0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,
206,CAN,2020-03-20,971,33.0,13.0,1004,1317.0,131,15.01,2.64,0.03,1.0,1.29,98.71,991.0,2.61,,,,,,,,,,,,
207,BC,2020-03-21,424,0.0,10.0,424,3930.0,153,56.46,8.24,0.19,1.0,2.36,97.64,414.0,8.04,,,,,,,,,,,,
208,AB,2020-03-21,226,0.0,1.0,226,4193.0,31,15.9,5.11,0.02,0.0,0.44,99.56,225.0,5.09,,,,,,,,,,,,
209,SK,2020-03-21,25,19.0,0.0,44,1847.0,18,69.23,3.73,0.0,0.0,0.0,100.0,44.0,3.73,,,,,,,,,,,,
210,MB,2020-03-21,11,8.0,0.0,19,2401.0,2,11.76,1.38,0.0,0.0,0.0,100.0,19.0,1.38,,,,,,,,,,,,
211,ON,2020-03-21,377,0.0,3.0,377,,66,21.22,2.56,0.02,1.0,0.8,99.2,374.0,2.54,,,,,,,,,,,,
212,QC,2020-03-21,202,19.0,4.0,221,1149.0,82,58.99,2.58,0.05,3.0,1.81,98.19,217.0,2.53,,,,,,,,,,,,
213,NL,2020-03-21,3,3.0,0.0,6,2492.0,2,50.0,1.15,0.0,0.0,0.0,100.0,6.0,1.15,,,,,,,,,,,,
214,NB,2020-03-21,9,8.0,0.0,17,879.0,6,54.55,2.18,0.0,0.0,0.0,100.0,17.0,2.18,,,,,,,,,,,,
215,NS,2020-03-21,9,12.0,0.0,21,1645.0,6,40.0,2.14,0.0,0.0,0.0,100.0,21.0,2.14,,,,,,,,,,,,
216,PEI,2020-03-21,2,0.0,0.0,2,263.0,0,0.0,1.25,0.0,0.0,0.0,100.0,2.0,1.25,,,,,,,,,,,,
217,YT,2020-03-21,0,0.0,0.0,0,4328.0,0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,
218,NT,2020-03-21,1,0.0,0.0,1,4650.0,1,0.0,2.21,0.0,0.0,0.0,100.0,1.0,2.21,,,,,,,,,,,,
219,NU,2020-03-21,0,0.0,0.0,0,432.0,0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,
221,CAN,2020-03-21,1302,69.0,18.0,1371,1531.0,367,36.55,3.61,0.05,5.0,1.31,98.69,1353.0,3.56,,,,,,,,,,,,
222,BC,2020-03-22,424,0.0,10.0,424,4223.0,0,0.0,8.24,0.19,0.0,2.36,97.64,414.0,8.04,,,,,,,,,,,,
223,AB,2020-03-22,259,0.0,1.0,259,5005.0,33,14.6,5.86,0.02,0.0,0.39,99.61,258.0,5.83,,,,,,,,,,,,
224,SK,2020-03-22,33,19.0,0.0,52,2546.0,8,18.18,4.41,0.0,0.0,0.0,100.0,52.0,4.41,,,,,,,,,,,,
225,MB,2020-03-22,11,8.0,0.0,19,2530.0,0,0.0,1.38,0.0,0.0,0.0,100.0,19.0,1.38,,,,,,,,,,,,
226,ON,2020-03-22,425,0.0,5.0,425,,48,12.73,2.88,0.03,2.0,1.18,98.82,420.0,2.85,,,,,,,,,,,,
227,QC,2020-03-22,221,0.0,4.0,221,1568.0,0,0.0,2.58,0.05,0.0,1.81,98.19,217.0,2.53,,,,,,,,,,,,
228,NL,2020-03-22,3,6.0,0.0,9,2963.0,3,50.0,1.72,0.0,0.0,0.0,100.0,9.0,1.72,,,,,,,,,,,,
229,NB,2020-03-22,9,8.0,0.0,17,1173.0,0,0.0,2.18,0.0,0.0,0.0,100.0,17.0,2.18,,,,,,,,,,,,
230,NS,2020-03-22,28,0.0,0.0,28,1963.0,7,33.33,2.86,0.0,0.0,0.0,100.0,28.0,2.86,,,,,,,,,,,,
231,PEI,2020-03-22,3,0.0,0.0,3,263.0,1,50.0,1.88,0.0,0.0,0.0,100.0,3.0,1.88,,,,,,,,,,,,
232,YT,2020-03-22,0,0.0,0.0,0,4328.0,0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,
233,NT,2020-03-22,1,0.0,0.0,1,5646.0,0,0.0,2.21,0.0,0.0,0.0,100.0,1.0,2.21,,,,,,,,,,,,
234,NU,2020-03-22,0,0.0,0.0,0,432.0,0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,
236,CAN,2020-03-22,1430,41.0,20.0,1471,1808.0,100,7.29,3.87,0.05,2.0,1.36,98.64,1451.0,3.82,,,,,,,,,,,,
237,BC,2020-03-23,472,0.0,13.0,472,4607.0,48,11.32,9.17,0.25,3.0,2.75,97.25,459.0,8.92,,,,,,,,,,,,
238,AB,2020-03-23,301,0.0,1.0,301,5798.0,42,16.22,6.81,0.02,0.0,0.33,99.67,300.0,6.78,,,,,,,,,,,,
239,SK,2020-03-23,65,1.0,0.0,66,3071.0,14,26.92,5.6,0.0,0.0,0.0,100.0,66.0,5.6,,,,,,,,,,,,
240,MB,2020-03-23,11,9.0,0.0,20,2725.0,1,5.26,1.45,0.0,0.0,0.0,100.0,20.0,1.45,,,,,,,,,,,,
241,ON,2020-03-23,503,0.0,6.0,503,,78,18.35,3.41,0.04,1.0,1.19,98.81,497.0,3.37,,,,,,,,,,,,
242,QC,2020-03-23,221,407.0,4.0,628,2052.0,407,184.16,7.32,0.05,0.0,0.64,99.36,624.0,7.28,,,,,,,,,,,,
243,NL,2020-03-23,4,20.0,0.0,24,3239.0,15,166.67,4.6,0.0,0.0,0.0,100.0,24.0,4.6,,,,,,,,,,,,
244,NB,2020-03-23,9,8.0,0.0,17,1411.0,0,0.0,2.18,0.0,0.0,0.0,100.0,17.0,2.18,,,,,,,,,,,,
245,NS,2020-03-23,41,0.0,0.0,41,2174.0,13,46.43,4.19,0.0,0.0,0.0,100.0,41.0,4.19,,,,,,,,,,,,
246,PEI,2020-03-23,3,0.0,0.0,3,263.0,0,0.0,1.88,0.0,0.0,0.0,100.0,3.0,1.88,,,,,,,,,,,,
247,YT,2020-03-23,2,0.0,0.0,2,4447.0,2,0.0,4.76,0.0,0.0,0.0,100.0,2.0,4.76,,,,,,,,,,,,
248,NT,2020-03-23,1,0.0,0.0,1,7219.0,0,0.0,2.21,0.0,0.0,0.0,100.0,1.0,2.21,,,,,,,,,,,,
249,NU,2020-03-23,0,0.0,0.0,0,762.0,0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,
251,CAN,2020-03-23,1646,445.0,24.0,2091,2102.0,620,42.15,5.5,0.06,4.0,1.15,98.85,2067.0,5.44,,,,,,,,,,,,
252,BC,2020-03-24,617,0.0,13.0,617,5023.0,145,30.72,11.99,0.25,0.0,2.11,97.89,604.0,11.73,585.0,11.36,12.0,0.23,514.0,9.99,6.0,0.12,73.0,1.43,1.0,0.02
253,AB,2020-03-24,358,0.0,2.0,358,6444.0,57,18.94,8.1,0.05,1.0,0.56,99.44,356.0,8.05,351.0,7.94,2.0,0.05,284.0,6.42,2.0,0.05,41.0,0.92,0.0,0.01
254,SK,2020-03-24,72,0.0,0.0,72,3693.0,6,9.09,6.11,0.0,0.0,0.0,100.0,72.0,6.11,72.0,6.11,0.0,0.0,65.0,5.51,0.0,0.0,9.0,0.79,0.0,0.0
255,MB,2020-03-24,11,10.0,0.0,21,2917.0,1,5.0,1.52,0.0,0.0,0.0,100.0,21.0,1.52,21.0,1.52,0.0,0.0,14.0,1.02,0.0,0.0,2.0,0.15,0.0,0.0
256,ON,2020-03-24,588,0.0,8.0,588,,85,16.9,3.99,0.05,2.0,1.36,98.64,580.0,3.94,554.0,3.76,8.0,0.05,411.0,2.79,7.0,0.05,59.0,0.4,1.0,0.01
257,QC,2020-03-24,221,792.0,4.0,1013,2504.0,385,61.31,11.81,0.05,0.0,0.39,99.61,1009.0,11.77,1009.0,11.77,4.0,0.05,963.0,11.23,4.0,0.05,138.0,1.6,1.0,0.01
258,NL,2020-03-24,4,31.0,0.0,35,3601.0,11,45.83,6.7,0.0,0.0,0.0,100.0,35.0,6.7,35.0,6.7,0.0,0.0,34.0,6.51,0.0,0.0,5.0,0.93,0.0,0.0
259,NB,2020-03-24,18,0.0,0.0,18,1687.0,1,5.88,2.3,0.0,0.0,0.0,100.0,18.0,2.3,18.0,2.3,0.0,0.0,11.0,1.41,0.0,0.0,2.0,0.2,0.0,0.0
260,NS,2020-03-24,51,0.0,0.0,51,2445.0,10,24.39,5.21,0.0,0.0,0.0,100.0,51.0,5.21,51.0,5.21,0.0,0.0,46.0,4.7,0.0,0.0,7.0,0.67,0.0,0.0
261,PEI,2020-03-24,3,0.0,0.0,3,263.0,0,0.0,1.88,0.0,0.0,0.0,100.0,3.0,1.88,3.0,1.88,0.0,0.0,2.0,1.25,0.0,0.0,0.0,0.18,0.0,0.0
262,YT,2020-03-24,2,0.0,0.0,2,4447.0,0,0.0,4.76,0.0,0.0,0.0,100.0,2.0,4.76,2.0,4.76,0.0,0.0,2.0,4.76,0.0,0.0,0.0,0.68,0.0,0.0
263,NT,2020-03-24,1,0.0,0.0,1,8082.0,0,0.0,2.21,0.0,0.0,0.0,100.0,1.0,2.21,1.0,2.21,0.0,0.0,1.0,2.21,0.0,0.0,0.0,0.32,0.0,0.0
264,NU,2020-03-24,0,0.0,0.0,0,762.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,CAN,2020-03-24,1959,833.0,27.0,2792,2380.0,701,33.52,7.35,0.07,3.0,0.97,99.03,2765.0,7.28,2715.0,7.14,26.0,0.07,2352.0,6.19,19.0,0.05,336.0,0.88,3.0,0.01
267,BC,2020-03-25,659,0.0,14.0,659,5406.0,42,6.81,12.8,0.27,1.0,2.12,97.88,645.0,12.53,620.0,12.04,13.0,0.25,473.0,9.19,7.0,0.14,68.0,1.31,1.0,0.02
268,AB,2020-03-25,419,0.0,2.0,419,7061.0,61,17.04,9.48,0.05,0.0,0.48,99.52,417.0,9.43,405.0,9.16,2.0,0.05,322.0,7.28,2.0,0.05,46.0,1.04,0.0,0.01
269,SK,2020-03-25,86,0.0,0.0,86,4107.0,14,19.44,7.3,0.0,0.0,0.0,100.0,86.0,7.3,86.0,7.3,0.0,0.0,78.0,6.62,0.0,0.0,11.0,0.95,0.0,0.0
270,MB,2020-03-25,11,24.0,0.0,35,3118.0,14,66.67,2.54,0.0,0.0,0.0,100.0,35.0,2.54,35.0,2.54,0.0,0.0,20.0,1.45,0.0,0.0,3.0,0.21,0.0,0.0
271,ON,2020-03-25,688,0.0,13.0,688,,100,17.01,4.67,0.09,5.0,1.89,98.11,675.0,4.58,646.0,4.38,12.0,0.08,499.0,3.39,12.0,0.08,71.0,0.48,2.0,0.01
272,QC,2020-03-25,1339,0.0,6.0,1339,3065.0,326,32.18,15.62,0.07,2.0,0.45,99.55,1333.0,15.55,1332.0,15.53,6.0,0.07,1265.0,14.75,5.0,0.06,181.0,2.11,1.0,0.01
273,NL,2020-03-25,67,0.0,0.0,67,4013.0,32,91.43,12.83,0.0,0.0,0.0,100.0,67.0,12.83,67.0,12.83,0.0,0.0,64.0,12.26,0.0,0.0,9.0,1.75,0.0,0.0
274,NB,2020-03-25,26,0.0,0.0,26,2041.0,8,44.44,3.33,0.0,0.0,0.0,100.0,26.0,3.33,26.0,3.33,0.0,0.0,18.0,2.3,0.0,0.0,3.0,0.33,0.0,0.0
275,NS,2020-03-25,68,0.0,0.0,68,2672.0,17,33.33,6.94,0.0,0.0,0.0,100.0,68.0,6.94,68.0,6.94,0.0,0.0,61.0,6.23,0.0,0.0,9.0,0.89,0.0,0.0
276,PEI,2020-03-25,5,0.0,0.0,5,263.0,2,66.67,3.13,0.0,0.0,0.0,100.0,5.0,3.13,5.0,3.13,0.0,0.0,4.0,2.51,0.0,0.0,1.0,0.36,0.0,0.0
277,YT,2020-03-25,3,0.0,0.0,3,4447.0,1,50.0,7.13,0.0,0.0,0.0,100.0,3.0,7.13,3.0,7.13,0.0,0.0,3.0,7.13,0.0,0.0,0.0,1.02,0.0,0.0
278,NT,2020-03-25,1,0.0,0.0,1,9964.0,0,0.0,2.21,0.0,0.0,0.0,100.0,1.0,2.21,1.0,2.21,0.0,0.0,1.0,2.21,0.0,0.0,0.0,0.32,0.0,0.0
279,NU,2020-03-25,0,0.0,0.0,0,813.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,CAN,2020-03-25,3385,24.0,35.0,3409,2672.0,617,22.1,8.97,0.09,8.0,1.03,98.97,3374.0,8.88,3306.0,8.7,33.0,0.09,2812.0,7.4,26.0,0.07,402.0,1.06,4.0,0.01
282,BC,2020-03-26,725,0.0,14.0,725,5773.0,66,10.02,14.08,0.27,0.0,1.93,72.41,525.0,10.2,679.0,13.19,13.0,0.25,454.0,8.82,6.0,0.12,65.0,1.26,1.0,0.02
283,AB,2020-03-26,486,0.0,2.0,486,7772.0,67,15.99,10.99,0.05,0.0,0.41,94.03,457.0,10.33,467.0,10.56,2.0,0.05,340.0,7.69,1.0,0.02,49.0,1.1,0.0,0.0
284,SK,2020-03-26,95,0.0,0.0,95,4542.0,9,10.47,8.06,0.0,0.0,0.0,96.84,92.0,7.81,94.0,7.98,0.0,0.0,75.0,6.36,0.0,0.0,11.0,0.91,0.0,0.0
285,MB,2020-03-26,11,25.0,0.0,36,3374.0,1,2.86,2.61,0.0,0.0,0.0,97.22,35.0,2.54,35.0,2.54,0.0,0.0,19.0,1.38,0.0,0.0,3.0,0.2,0.0,0.0
286,ON,2020-03-26,858,0.0,15.0,858,,170,24.71,5.82,0.1,2.0,1.75,97.32,835.0,5.67,799.0,5.42,14.0,0.1,600.0,4.07,13.0,0.09,86.0,0.58,2.0,0.01
287,QC,2020-03-26,1629,0.0,8.0,1629,3510.0,290,21.66,19.0,0.09,2.0,0.49,99.39,1619.0,18.88,1616.0,18.85,8.0,0.09,1508.0,17.59,7.0,0.08,215.0,2.51,1.0,0.01
288,NL,2020-03-26,82,0.0,0.0,82,4354.0,15,22.39,15.71,0.0,0.0,0.0,100.0,82.0,15.71,82.0,15.71,0.0,0.0,79.0,15.13,0.0,0.0,11.0,2.16,0.0,0.0
289,NB,2020-03-26,33,0.0,0.0,33,2445.0,7,26.92,4.22,0.0,0.0,0.0,100.0,33.0,4.22,32.0,4.09,0.0,0.0,22.0,2.82,0.0,0.0,3.0,0.4,0.0,0.0
290,NS,2020-03-26,73,0.0,0.0,73,2993.0,5,7.35,7.45,0.0,0.0,0.0,97.26,71.0,7.25,73.0,7.45,0.0,0.0,59.0,6.02,0.0,0.0,8.0,0.86,0.0,0.0
291,PEI,2020-03-26,9,0.0,0.0,9,1516.0,4,80.0,5.64,0.0,0.0,0.0,88.89,8.0,5.01,9.0,5.64,0.0,0.0,7.0,4.39,0.0,0.0,1.0,0.63,0.0,0.0
292,YT,2020-03-26,3,0.0,0.0,3,7776.0,0,0.0,7.13,0.0,0.0,0.0,100.0,3.0,7.13,3.0,7.13,0.0,0.0,3.0,7.13,0.0,0.0,0.0,1.02,0.0,0.0
293,NT,2020-03-26,1,0.0,0.0,1,10562.0,0,0.0,2.21,0.0,0.0,0.0,100.0,1.0,2.21,1.0,2.21,0.0,0.0,1.0,2.21,0.0,0.0,0.0,0.32,0.0,0.0
294,NU,2020-03-26,0,0.0,0.0,0,1347.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,CAN,2020-03-26,4018,25.0,39.0,4043,2959.0,634,18.6,10.64,0.1,4.0,0.96,93.35,3774.0,9.93,3902.0,10.27,37.0,0.1,3170.0,8.34,27.0,0.07,453.0,1.19,4.0,0.01
297,BC,2020-03-27,725,0.0,14.0,725,6308.0,0,0.0,14.08,0.27,0.0,1.93,72.41,525.0,10.2,672.0,13.05,13.0,0.25,454.0,8.82,5.0,0.1,65.0,1.26,1.0,0.01
298,AB,2020-03-27,542,0.0,2.0,542,8144.0,56,11.52,12.26,0.05,0.0,0.37,94.65,513.0,11.6,519.0,11.74,2.0,0.05,347.0,7.85,1.0,0.02,50.0,1.12,0.0,0.0
299,SK,2020-03-27,104,0.0,0.0,104,5090.0,9,9.47,8.82,0.0,0.0,0.0,97.12,101.0,8.57,103.0,8.74,0.0,0.0,78.0,6.62,0.0,0.0,11.0,0.95,0.0,0.0
300,MB,2020-03-27,25,14.0,1.0,39,3906.0,3,8.33,2.83,0.07,1.0,2.56,94.87,37.0,2.68,36.0,2.61,1.0,0.07,22.0,1.6,1.0,0.07,3.0,0.23,0.0,0.01
301,ON,2020-03-27,993,0.0,18.0,993,,135,15.73,6.74,0.12,3.0,1.81,97.38,967.0,6.56,914.0,6.2,17.0,0.12,682.0,4.63,16.0,0.11,97.0,0.66,2.0,0.02
302,QC,2020-03-27,2021,0.0,18.0,2021,4128.0,392,24.06,23.57,0.21,10.0,0.89,97.67,1974.0,23.02,2004.0,23.37,18.0,0.21,1882.0,21.95,17.0,0.2,269.0,3.14,2.0,0.03
303,NL,2020-03-27,102,0.0,0.0,102,4852.0,20,24.39,19.54,0.0,0.0,0.0,100.0,102.0,19.54,102.0,19.54,0.0,0.0,98.0,18.77,0.0,0.0,14.0,2.68,0.0,0.0
304,NB,2020-03-27,45,0.0,0.0,45,2838.0,12,36.36,5.76,0.0,0.0,0.0,97.78,44.0,5.63,44.0,5.63,0.0,0.0,34.0,4.35,0.0,0.0,5.0,0.62,0.0,0.0
305,NS,2020-03-27,90,0.0,0.0,90,3477.0,17,23.29,9.19,0.0,0.0,0.0,97.78,88.0,8.99,90.0,9.19,0.0,0.0,75.0,7.66,0.0,0.0,11.0,1.09,0.0,0.0
306,PEI,2020-03-27,11,0.0,0.0,11,1516.0,2,22.22,6.89,0.0,0.0,0.0,90.91,10.0,6.26,11.0,6.89,0.0,0.0,9.0,5.64,0.0,0.0,1.0,0.81,0.0,0.0
307,YT,2020-03-27,3,0.0,0.0,3,9108.0,0,0.0,7.13,0.0,0.0,0.0,100.0,3.0,7.13,3.0,7.13,0.0,0.0,3.0,7.13,0.0,0.0,0.0,1.02,0.0,0.0
308,NT,2020-03-27,1,0.0,0.0,1,11537.0,0,0.0,2.21,0.0,0.0,0.0,100.0,1.0,2.21,1.0,2.21,0.0,0.0,1.0,2.21,0.0,0.0,0.0,0.32,0.0,0.0
309,NU,2020-03-27,0,0.0,0.0,0,1372.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,CAN,2020-03-27,4675,14.0,53.0,4689,3280.0,646,15.98,12.34,0.14,14.0,1.13,93.41,4380.0,11.52,4510.0,11.87,51.0,0.13,3685.0,9.7,40.0,0.11,526.0,1.39,6.0,0.02
312,BC,2020-03-28,884,0.0,16.0,884,6827.0,159,21.93,17.17,0.31,2.0,1.81,53.39,472.0,9.17,820.0,15.93,15.0,0.29,460.0,8.94,6.0,0.12,66.0,1.28,1.0,0.02
313,AB,2020-03-28,542,0.0,2.0,542,8441.0,0,0.0,12.26,0.05,0.0,0.37,89.85,487.0,11.01,513.0,11.6,2.0,0.05,316.0,7.15,1.0,0.02,45.0,1.02,0.0,0.0
314,SK,2020-03-28,134,0.0,0.0,134,5654.0,30,28.85,11.37,0.0,0.0,0.0,97.76,131.0,11.11,132.0,11.2,0.0,0.0,90.0,7.64,0.0,0.0,13.0,1.09,0.0,0.0
315,MB,2020-03-28,25,39.0,1.0,64,4345.0,25,64.1,4.64,0.07,0.0,1.56,96.88,62.0,4.5,60.0,4.35,1.0,0.07,45.0,3.26,1.0,0.07,6.0,0.47,0.0,0.01
316,ON,2020-03-28,993,0.0,18.0,993,,0,0.0,6.74,0.12,0.0,1.81,97.38,967.0,6.56,914.0,6.2,17.0,0.12,616.0,4.18,15.0,0.1,88.0,0.6,2.0,0.01
317,QC,2020-03-28,2498,0.0,22.0,2498,4827.0,477,23.6,29.13,0.26,4.0,0.88,97.96,2447.0,28.54,2481.0,28.93,22.0,0.26,2277.0,26.56,18.0,0.21,325.0,3.79,3.0,0.03
318,NL,2020-03-28,120,0.0,0.0,120,5332.0,18,17.65,22.98,0.0,0.0,0.0,96.67,116.0,22.22,120.0,22.98,0.0,0.0,114.0,21.83,0.0,0.0,16.0,3.12,0.0,0.0
319,NB,2020-03-28,51,0.0,0.0,51,3260.0,6,13.33,6.53,0.0,0.0,0.0,96.08,49.0,6.27,49.0,6.27,0.0,0.0,34.0,4.35,0.0,0.0,5.0,0.62,0.0,0.0
320,NS,2020-03-28,110,0.0,0.0,110,3873.0,20,22.22,11.23,0.0,0.0,0.0,96.36,106.0,10.82,110.0,11.23,0.0,0.0,89.0,9.09,0.0,0.0,13.0,1.3,0.0,0.0
321,PEI,2020-03-28,11,0.0,0.0,11,2437.0,0,0.0,6.89,0.0,0.0,0.0,90.91,10.0,6.26,11.0,6.89,0.0,0.0,9.0,5.64,0.0,0.0,1.0,0.81,0.0,0.0
322,YT,2020-03-28,4,0.0,0.0,4,10677.0,1,33.33,9.51,0.0,0.0,0.0,100.0,4.0,9.51,4.0,9.51,0.0,0.0,4.0,9.51,0.0,0.0,1.0,1.36,0.0,0.0
323,NT,2020-03-28,1,0.0,0.0,1,12334.0,0,0.0,2.21,0.0,0.0,0.0,100.0,1.0,2.21,1.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,NU,2020-03-28,0,0.0,0.0,0,1779.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,CAN,2020-03-28,5386,39.0,59.0,5425,3609.0,736,15.7,14.27,0.16,6.0,1.09,89.66,4864.0,12.8,5226.0,13.75,57.0,0.15,4054.0,10.67,41.0,0.11,579.0,1.52,6.0,0.02
327,BC,2020-03-29,884,0.0,17.0,884,7252.0,0,0.0,17.17,0.33,1.0,1.92,53.28,471.0,9.15,811.0,15.75,16.0,0.31,460.0,8.94,7.0,0.14,66.0,1.28,1.0,0.02
328,AB,2020-03-29,621,0.0,2.0,621,9277.0,79,14.58,14.04,0.05,0.0,0.32,87.92,546.0,12.35,582.0,13.16,2.0,0.05,362.0,8.19,1.0,0.02,52.0,1.17,0.0,0.0
329,SK,2020-03-29,134,0.0,0.0,134,6221.0,0,0.0,11.37,0.0,0.0,0.0,97.01,130.0,11.03,132.0,11.2,0.0,0.0,82.0,6.96,0.0,0.0,12.0,0.99,0.0,0.0
330,MB,2020-03-29,69,3.0,1.0,72,5010.0,8,12.5,5.22,0.07,0.0,1.39,97.22,70.0,5.08,68.0,4.93,1.0,0.07,53.0,3.84,1.0,0.07,8.0,0.55,0.0,0.01
331,ON,2020-03-29,1355,0.0,19.0,1355,,362,36.46,9.2,0.13,1.0,1.4,98.01,1328.0,9.01,1252.0,8.5,18.0,0.12,930.0,6.31,14.0,0.1,133.0,0.9,2.0,0.01
332,QC,2020-03-29,2840,0.0,22.0,2840,5572.0,342,13.69,33.12,0.26,0.0,0.77,98.2,2789.0,32.53,2816.0,32.84,22.0,0.26,2619.0,30.54,18.0,0.21,374.0,4.36,3.0,0.03
333,NL,2020-03-29,135,0.0,0.0,135,5938.0,15,12.5,25.86,0.0,0.0,0.0,97.04,131.0,25.09,134.0,25.67,0.0,0.0,126.0,24.13,0.0,0.0,18.0,3.45,0.0,0.0
334,NB,2020-03-29,66,0.0,0.0,66,3749.0,15,29.41,8.45,0.0,0.0,0.0,96.97,64.0,8.19,64.0,8.19,0.0,0.0,49.0,6.27,0.0,0.0,7.0,0.9,0.0,0.0
335,NS,2020-03-29,122,0.0,0.0,122,4497.0,12,10.91,12.46,0.0,0.0,0.0,96.72,118.0,12.05,122.0,12.46,0.0,0.0,94.0,9.6,0.0,0.0,13.0,1.37,0.0,0.0
336,PEI,2020-03-29,11,0.0,0.0,11,2869.0,0,0.0,6.89,0.0,0.0,0.0,90.91,10.0,6.26,10.0,6.26,0.0,0.0,8.0,5.01,0.0,0.0,1.0,0.72,0.0,0.0
337,YT,2020-03-29,4,0.0,0.0,4,11938.0,0,0.0,9.51,0.0,0.0,0.0,100.0,4.0,9.51,4.0,9.51,0.0,0.0,4.0,9.51,0.0,0.0,1.0,1.36,0.0,0.0
338,NT,2020-03-29,1,0.0,0.0,1,15434.0,0,0.0,2.21,0.0,0.0,0.0,100.0,1.0,2.21,1.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,NU,2020-03-29,0,0.0,0.0,0,2007.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,CAN,2020-03-29,6255,3.0,61.0,6258,4015.0,833,15.35,16.47,0.16,2.0,0.97,90.68,5675.0,14.93,6005.0,15.8,59.0,0.16,4787.0,12.6,41.0,0.11,684.0,1.8,6.0,0.02
342,BC,2020-03-30,960,0.0,19.0,960,7599.0,76,8.6,18.65,0.37,2.0,1.98,49.17,472.0,9.17,887.0,17.23,15.0,0.29,488.0,9.48,6.0,0.12,70.0,1.35,1.0,0.02
343,AB,2020-03-30,690,0.0,8.0,690,9762.0,69,11.11,15.6,0.18,6.0,1.16,85.22,588.0,13.3,634.0,14.34,8.0,0.18,389.0,8.8,7.0,0.16,56.0,1.26,1.0,0.02
344,SK,2020-03-30,175,0.0,2.0,175,6931.0,41,30.6,14.85,0.17,2.0,1.14,90.86,159.0,13.49,169.0,14.34,2.0,0.17,109.0,9.25,2.0,0.17,16.0,1.32,0.0,0.02
345,MB,2020-03-30,83,13.0,1.0,96,5161.0,24,33.33,6.96,0.07,0.0,1.04,96.88,93.0,6.74,89.0,6.45,1.0,0.07,76.0,5.51,1.0,0.07,11.0,0.79,0.0,0.01
346,ON,2020-03-30,1706,0.0,33.0,1706,,351,25.9,11.58,0.22,14.0,1.93,72.8,1242.0,8.43,1561.0,10.59,32.0,0.22,1203.0,8.16,27.0,0.18,172.0,1.17,4.0,0.03
347,QC,2020-03-30,3430,0.0,25.0,3430,6268.0,590,20.77,40.0,0.29,3.0,0.73,98.43,3376.0,39.37,3391.0,39.55,25.0,0.29,2802.0,32.68,21.0,0.24,400.0,4.67,3.0,0.03
348,NL,2020-03-30,148,0.0,1.0,148,6384.0,13,9.63,28.35,0.19,1.0,0.68,94.59,140.0,26.81,147.0,28.16,1.0,0.19,124.0,23.75,1.0,0.19,18.0,3.39,0.0,0.03
349,NB,2020-03-30,68,0.0,0.0,68,4119.0,2,3.03,8.7,0.0,0.0,0.0,97.06,66.0,8.45,62.0,7.93,0.0,0.0,51.0,6.53,0.0,0.0,7.0,0.93,0.0,0.0
350,NS,2020-03-30,127,0.0,0.0,127,5042.0,5,4.1,12.97,0.0,0.0,0.0,92.13,117.0,11.95,124.0,12.66,0.0,0.0,86.0,8.78,0.0,0.0,12.0,1.25,0.0,0.0
